Unnamed: 0,time,lon,lat,Precipitation_Flux
14710,2015-01-01,30.39999999998804,-1.199999999994816,0.0
29509,2015-01-02,30.39999999998804,-1.199999999994816,0.06
44308,2015-01-03,30.39999999998804,-1.199999999994816,0.06
59107,2015-01-04,30.39999999998804,-1.199999999994816,0.0
73906,2015-01-05,30.39999999998804,-1.199999999994816,0.03
88705,2015-01-06,30.39999999998804,-1.199999999994816,3.95
103504,2015-01-07,30.39999999998804,-1.199999999994816,0.0
118303,2015-01-08,30.39999999998804,-1.199999999994816,0.0
133102,2015-01-09,30.39999999998804,-1.199999999994816,0.0
147901,2015-01-10,30.39999999998804,-1.199999999994816,0.0
162700,2015-01-11,30.39999999998804,-1.199999999994816,0.0
177499,2015-01-12,30.39999999998804,-1.199999999994816,0.0
192298,2015-01-13,30.39999999998804,-1.199999999994816,0.0
207097,2015-01-14,30.39999999998804,-1.199999999994816,0.0
221896,2015-01-15,30.39999999998804,-1.199999999994816,0.0
236695,2015-01-16,30.39999999998804,-1.199999999994816,0.0
251494,2015-01-17,30.39999999998804,-1.199999999994816,0.0
266293,2015-01-18,30.39999999998804,-1.199999999994816,0.0
281092,2015-01-19,30.39999999998804,-1.199999999994816,0.0
295891,2015-01-20,30.39999999998804,-1.199999999994816,0.01
310690,2015-01-21,30.39999999998804,-1.199999999994816,0.04
325489,2015-01-22,30.39999999998804,-1.199999999994816,5.45
340288,2015-01-23,30.39999999998804,-1.199999999994816,0.36
355087,2015-01-24,30.39999999998804,-1.199999999994816,5.43
369886,2015-01-25,30.39999999998804,-1.199999999994816,0.54
384685,2015-01-26,30.39999999998804,-1.199999999994816,0.64
399484,2015-01-27,30.39999999998804,-1.199999999994816,0.0
414283,2015-01-28,30.39999999998804,-1.199999999994816,0.0
429082,2015-01-29,30.39999999998804,-1.199999999994816,0.0
443881,2015-01-30,30.39999999998804,-1.199999999994816,0.03
458680,2015-01-31,30.39999999998804,-1.199999999994816,0.2
473479,2015-02-01,30.39999999998804,-1.199999999994816,0.0
488278,2015-02-02,30.39999999998804,-1.199999999994816,0.07
503077,2015-02-03,30.39999999998804,-1.199999999994816,0.11
517876,2015-02-04,30.39999999998804,-1.199999999994816,0.6
532675,2015-02-05,30.39999999998804,-1.199999999994816,0.3
547474,2015-02-06,30.39999999998804,-1.199999999994816,0.25
562273,2015-02-07,30.39999999998804,-1.199999999994816,0.03
577072,2015-02-08,30.39999999998804,-1.199999999994816,0.03
591871,2015-02-09,30.39999999998804,-1.199999999994816,0.08
606670,2015-02-10,30.39999999998804,-1.199999999994816,1.28
621469,2015-02-11,30.39999999998804,-1.199999999994816,0.05
636268,2015-02-12,30.39999999998804,-1.199999999994816,0.12
651067,2015-02-13,30.39999999998804,-1.199999999994816,0.03
665866,2015-02-14,30.39999999998804,-1.199999999994816,0.02
680665,2015-02-15,30.39999999998804,-1.199999999994816,0.12
695464,2015-02-16,30.39999999998804,-1.199999999994816,0.47
710263,2015-02-17,30.39999999998804,-1.199999999994816,3.58
725062,2015-02-18,30.39999999998804,-1.199999999994816,0.14
739861,2015-02-19,30.39999999998804,-1.199999999994816,1.43
754660,2015-02-20,30.39999999998804,-1.199999999994816,0.15
769459,2015-02-21,30.39999999998804,-1.199999999994816,0.07
784258,2015-02-22,30.39999999998804,-1.199999999994816,0.11
799057,2015-02-23,30.39999999998804,-1.199999999994816,0.63
813856,2015-02-24,30.39999999998804,-1.199999999994816,0.38
828655,2015-02-25,30.39999999998804,-1.199999999994816,3.45
843454,2015-02-26,30.39999999998804,-1.199999999994816,0.16
858253,2015-02-27,30.39999999998804,-1.199999999994816,0.0
873052,2015-02-28,30.39999999998804,-1.199999999994816,8.82
887851,2015-03-01,30.39999999998804,-1.199999999994816,0.14
902650,2015-03-02,30.39999999998804,-1.199999999994816,0.37
917449,2015-03-03,30.39999999998804,-1.199999999994816,0.3
932248,2015-03-04,30.39999999998804,-1.199999999994816,0.13
947047,2015-03-05,30.39999999998804,-1.199999999994816,0.12
961846,2015-03-06,30.39999999998804,-1.199999999994816,0.13
976645,2015-03-07,30.39999999998804,-1.199999999994816,0.14
991444,2015-03-08,30.39999999998804,-1.199999999994816,0.09
1006243,2015-03-09,30.39999999998804,-1.199999999994816,0.07
1021042,2015-03-10,30.39999999998804,-1.199999999994816,-0.0
1035841,2015-03-11,30.39999999998804,-1.199999999994816,-0.0
1050640,2015-03-12,30.39999999998804,-1.199999999994816,1.48
1065439,2015-03-13,30.39999999998804,-1.199999999994816,0.05
1080238,2015-03-14,30.39999999998804,-1.199999999994816,0.12
1095037,2015-03-15,30.39999999998804,-1.199999999994816,0.07
1109836,2015-03-16,30.39999999998804,-1.199999999994816,0.01
1124635,2015-03-17,30.39999999998804,-1.199999999994816,0.19
1139434,2015-03-18,30.39999999998804,-1.199999999994816,6.12
1154233,2015-03-19,30.39999999998804,-1.199999999994816,1.69
1169032,2015-03-20,30.39999999998804,-1.199999999994816,0.12
1183831,2015-03-21,30.39999999998804,-1.199999999994816,0.58
1198630,2015-03-22,30.39999999998804,-1.199999999994816,5.98
1213429,2015-03-23,30.39999999998804,-1.199999999994816,11.05
1228228,2015-03-24,30.39999999998804,-1.199999999994816,5.09
1243027,2015-03-25,30.39999999998804,-1.199999999994816,0.06
